Question,Answer,qtype
[PubMed] osteoporosis bisphosphonate treatment [27],"Conflict of interest statement: Declaration of competing interest M.C. Zillikens 
reports honoraria for lectures and consulting from Amgen and Kyowa Kirin and 
research support from Kyowa Kirin to her institution, unrelated to this work. 
E.F.S. van Velsen reports honoraria for lectures and consulting from Amgen, 
Theramex, U.C.B. and Kyowa Kirin, which are unrelated to this work.",Research
[PubMed] osteoporosis bisphosphonate treatment [28],"7. J Clin Densitom. 2026 Mar 6;29(2):101689. doi: 10.1016/j.jocd.2026.101689. 
Online ahead of print.",Research
[PubMed] osteoporosis bisphosphonate treatment [29],"Zoledronic acid improves bone mineral density at the lumbar spine and total hip 
in adults with chronic liver disease.",Research
[PubMed] osteoporosis bisphosphonate treatment [30],"Shingaki-Wells R(1), Du P(2), Batt N(3), Youn H(4), Dev A(1), Bell S(1), Le 
S(1), Milat F(5), Trinh A(6).",Research
[PubMed] osteoporosis bisphosphonate treatment [31],"Author information:
(1)Department of Gastroenterology, Monash Health, Melbourne, Australia.
(2)Department of Endocrinology, Monash Health, Melbourne, Australia.
(3)Department of Gastroenterology, Austin Health, Melbourne, Australia.
(4)Department of Geriatric Medicine, Monash Health, Melbourne, Australia.
(5)Department of Endocrinology, Monash Health, Melbourne, Australia; Hudson 
Institute of Medical Research, Clayton, Melbourne, Australia; Department of 
Medicine, School of Clinical Sciences, Monash University, Melbourne, Australia.
(6)Department of Endocrinology, Monash Health, Melbourne, Australia; Hudson 
Institute of Medical Research, Clayton, Melbourne, Australia; Department of 
Medicine, School of Clinical Sciences, Monash University, Melbourne, Australia. 
Electronic address: anne.a.trinh@hudson.org.au.",Research
[PubMed] osteoporosis bisphosphonate treatment [32],"INTRODUCTION: Chronic liver disease (CLD) is a known risk factor for 
osteoporosis and minimal trauma fracture through multiple mechanisms including 
cholestasis, alcohol, malnutrition, sarcopenia and hypogonadism. The evidence 
for bisphosphonates is mostly seen in primary biliary cholangitis and liver 
transplantation.
METHODS: This is a retrospective observational study of adult CLD patients, 
examining changes in bone mineral density (BMD) and bone turnover markers in the 
12 months following zoledronic acid (ZA) compared to an age- and sex-matched 
population of CLD patients.
RESULTS: 20 adults with CLD who received ZA were matched to 20 adults who had 
not received bone-specific treatment. Mean age of all participants was 59.7 ± 
1.5 years and 55% were female. Baseline mean T-scores at the lumbar spine (LS) 
was -1.8 ± 1.3, left femoral neck (LFN) was -2.0 ± 0.9 and the left total hip 
(LTH) was -1.7 ± 1.0. There was a 3.61% difference in change in BMD per year at 
the LS (p=0.001) and 1.73% difference at the LTH between those who received ZA 
and those who did not (p=0.037). There was no difference at the LFN. In those 
who received ZA, mean change in procollagen type 1 N-propeptide was 3.0% p=0.051 
and mean change in C-telopeptide was -10.4%, p= 0.032.
CONCLUSION: Zoledronic acid increases bone mineral density in a chronic liver 
disease population with reduction in bone resorption markers. This requires 
confirmation in a randomised setting.",Research
[PubMed] osteoporosis bisphosphonate treatment [33],"Adams NC(1)(2), Bank N(1)(3), Kotseos CQ(2), Davis JR(2), Felkner JR(2), 
Creighton RA(1), Kamath GM(1).",Research
[PubMed] osteoporosis bisphosphonate treatment [34],"Author information:
(1)Department of Orthopaedics, The University of North Carolina, Chapel Hill, 
NC, USA.
(2)The University of North Carolina School of Medicine, Chapel Hill, NC, USA.
(3)Department of Orthopaedics, Case Western Reserve University School of 
Medicine, Cleveland, OH, USA.",Research
[PubMed] osteoporosis bisphosphonate treatment [35],"BACKGROUND: Osteoporosis (OP) affects much of the global population with a 
prevalence of 23.1% in women and 11.7% in men. This is relevant to orthopedists 
as osteoporotic patients have more postoperative complications following 
arthroplasty than nonosteoporotic patients. OP is also a risk factor for poorer 
medical and implant-related complications postoperatively for total shoulder 
arthroplasty (TSA) patients. To improve bone quality in this population, 
bisphosphonates (BP) are routinely utilized. This study aims to determine any 
differences in postoperative outcomes for osteoporotic TSA patients who are and 
aren't medically managed for their OP.
METHODS: The TriNetX database was queried to identify BP-managed or unmanaged 
osteoporotic TSA patients. Variables were identified using diagnosis and 
procedural codes. Patients were included if they had OP and underwent primary 
TSA and excluded if they had prior shoulder hemiarthroplasty, prior prescription 
for OP drugs other than BPs, or lacked a minimum of 2 years follow-up. Patients 
were propensity-matched into 2 cohorts: (1) those receiving BP therapy within 3 
years of the index surgery (BP group) and (2) patients without any history of OP 
treatment (noTx group). Rates of periprosthetic fracture, postoperative 
infection, prosthetic joint infection (PJI), intraoperative fracture, 
osteolysis, mechanical loosening, dislocation, and revision surgery were 
examined at 3 months, 1 year, and 2 years postoperatively. Outcomes between 
cohorts were compared using odds ratios. All statistical analyses were performed 
via TriNetX in-suite software.
RESULTS: We identified 7,208 patients between the BP and noTx groups. Average 
ages for the BP group and noTx group were 73.6 ± 8.6 and 73.6 ± 9 years 
respectively. The BP group was less likely to experience periprosthetic fracture 
[0.7% vs. 1.2%, odds ratio (OR) 0.565 (0.345, 0.925)], PJI [0.8% vs. 1.8%, OR 
0.45 (0.292, 0.695)], and revision TSA [0.8% vs. 1.4%, OR ",Research
[PubMed] osteoporosis bisphosphonate treatment [36],"Author information:
(1)Department of Endocrinology and Diabetes, 1729 Birmingham Women's and 
Children's NHS Foundation Trust , Birmingham, UK.
(2)Department of Metabolism and Systems Science, College of Medical and Dental 
Sciences, University of Birmingham, Birmingham, UK.
(3)Department of Clinical Genetics, Birmingham Women's and Children's NHS 
Foundation Trust, Birmingham, UK.",Research
[PubMed] osteoporosis bisphosphonate treatment [37],"OBJECTIVES: Lipoprotein receptor-related protein-5 (LRP5)-related disorders are 
characterized by variably reduced vision and juvenile osteoporosis due to 
loss-of-function mutations in the low-density LRP5 gene. Compelling evidence on 
effectiveness of bisphosphonate treatment in these disorders remains limited. We 
aimed to describe the phenotypic spectrum and clinical, densitometric, and 
fracture outcomes following zoledronate therapy in children with LRP5-related 
disorders.
CASE PRESENTATION: Five patients (P1-P5), referred at a median age of 9 years 
for recurrent low-impact fractures with confirmed LRP5 mutations, were included. 
P1-P3 were siblings with a homozygous c.1259 G>Cp.(Gly420Ala), variant of likely 
pathogenic. P4 carried compound heterozygous mutations for three sequence 
variants, including novel pathogenic variants c.2449 C>T p.(Arg817Cys), and 
c.362A>Gp.(Lys121Arg), and P5 had a heterozygous c.4502C>Tp.(Pro1501Leu) 
variant, also identified in the mother, a variant of uncertain significance 
(VUS). Four patients (P2-P5) received zoledronate for a median duration of 
2 years (range 1.5-11 years). Post-treatment, P2, P3, and P5 showed improvements 
in lumbar spine (LS) Bone Mineral Apparent Density (BMAD) Z-scores (+1.0, +0.7, 
and +2.7 respectively), remaining fracture-free. P4 exhibited an increase in LS 
BMAD (+0.3) and vertebral remodeling.
CONCLUSIONS: LRP5-related disorders should be considered in patients with 
recurrent fractures and visual involvement. Zoledronate appears effective in 
improving bone density, reducing fracture frequency, and promoting vertebral 
remodeling, although further studies are required to determine optimal treatment 
duration.",Research
[PubMed] osteoporosis bisphosphonate treatment [38],"10. Front Endocrinol (Lausanne). 2026 Feb 26;17:1783656. doi: 
10.3389/fendo.2026.1783656. eCollection 2026.",Research
[PubMed] osteoporosis bisphosphonate treatment [39],"Modeling rebound bone loss following denosumab discontinuation and sequential 
zoledronate therapy in TgRANKL osteoporotic mice.",Research
[PubMed] osteoporosis bisphosphonate treatment [40],"Rinotas V(1), Ntouskou ED(1), Dragolia M(2), Ntafis V(2), Yavropoulou MP(3), 
Anastasilakis AD(4), Makras P(5), Douni E(1)(6).",Research
[PubMed] osteoporosis bisphosphonate treatment [41],"Author information:
(1)Institute for Bioinnovation, Biomedical Sciences Research Center ""Alexander 
Fleming"", Vari, Greece.
(2)Institute for Fundamental Biomedical Research, Biomedical Sciences Research 
Center ""Alexander Fleming"", Vari, Greece.
(3)Endocrinology Unit, 1st Department of Propaedeutic and Internal Medicine, 
Medical School, National and Kapodistrian University of Athens, Athens, Greece.
(4)Department of Endocrinology, Diabetes and Metabolism, 424 General Military 
Hospital, Thessaloniki, Greece.
(5)Department of Endocrinology and Diabetes and Department of Medical Research, 
251 Hellenic Air Force, Veterans Affairs General Hospital, Athens, Greece.
(6)Laboratory of Genetics, Department of Biotechnology, Agricultural University 
of Athens, Athens, Greece.",Research
[PubMed] osteoporosis bisphosphonate treatment [42],"BACKGROUND: Receptor activator of nuclear factor-κB ligand (RANKL) plays a 
central role in regulating osteoclast formation and bone resorption, while its 
inhibition by the monoclonal antibody denosumab serves as an effective 
antiresorptive treatment for postmenopausal osteoporosis. However, denosumab 
discontinuation triggers a severe rebound effect involving rapid bone mineral 
density (BMD) loss, accompanied by an overshooting of bone turnover markers 
(BTMs), and increased risk of multiple fractures. Preclinical studies 
investigating this rebound phenomenon after denosumab discontinuation have been 
limited, mainly because denosumab does not cross-react with murine RANKL. This 
study explores the rebound phenomenon in a transgenic mouse model of 
osteoporosis expressing human RANKL (TgRANKL) and evaluates the impact of 
sequential zoledronate therapy.
METHODS: TgRANKL mice were divided into four experimental groups: vehicle 
control, continuous denosumab treatment, denosumab withdrawal, and sequential 
denosumab followed by zoledronate, including an additional follow-up phase after 
zoledronate discontinuation. Skeletal alterations were characterized using 
microCT, histomorphometric assessments, serum bone turnover markers (BTMs), and 
bone gene expression analyses.
RESULTS: Denosumab therapy rescued the osteoporotic phenotype of TgRANKL mice, 
whereas its discontinuation resulted in a rebound bone loss accompanied by 
elevated bone turnover markers. Denosumab also inhibited bone marrow adipose 
tissue formation in TgRANKL mice, while its discontinuation led to moderate 
reformation of marrow adiposity. Sequential administration of zoledronate 
effectively prevented the rebound bone loss response. However, discontinued 
therapy after denosumab-zoledronate sequence, showed that the protective effects 
of zoledronate were not persistent.
CONCLUSIONS: Our findings establish TgRANKL mice as a unique osteoporotic model 
for investigating the mechanisms driving de",Research
[PubMed] osteoporosis bisphosphonate treatment [43],"Conflict of interest statement: MY: grant support from Galenica; support for 
attending meetings and/or travel from UCB, Galenica, Vianex and Elpen; 
participation on a Data Safety Monitoring Board or Advisory Board of UCB; 
Leadership or fiduciary role as a General Secretary of the Hellenic Endocrine 
Society, as a Member of the Clinical Action Group and as a Member of the 
Steering Committee of ESE Educational Program. PM: grant support from Galenica; 
served as a consultant for Ascendis, Er-Kim, Er-Kim and UCB; served on the 
speakers’ bureaus for Solgar, Galenica and UCB; support for attending meetings 
and/or travel from UCB, Galenica and Vianex; participation on a Data Safety 
Monitoring Board or Advisory Board of UCB; Leadership or fiduciary role as a 
Treasurer of ECTS. The remaining author(s) declared that this work was conducted 
in the absence of any commercial or financial relationships that could be 
construed as a potential conflict of interest.",Research
[PubMed] COPD exacerbation management [1],"Predictive ability of the COPD-specific comorbidity test (COTE) score versus the 
Charlson comorbidity index (CCI) in patients with COPD.",Research
[PubMed] COPD exacerbation management [2],"Jacobsen P(1)(2)(3), Divo M(4), Ringgren KB(5), Jensen M(6), Lauridsen 
MD(7)(2)(3), Torp-Pedersen C(8), Kragholm K(2)(9), Weinreich UM(2)(3).",Research
[PubMed] COPD exacerbation management [3],"Author information:
(1)Department of Internal Medicine, North Denmark Regional Hospital, Hjorring, 
Denmark Peter.jacobsen@rn.dk.
(2)Clinical Institute, Aalborg University, Aalborg, Denmark.
(3)Department of Respiratory Medicine, Aalborg University Hospital, Aalborg, 
Denmark.
(4)Harvard Medical School, Boston, Massachusetts, USA.
(5)Department of Anaesthesiology and Intensive Care, Aalborg University 
Hospital, Aalborg, Denmark.
(6)Research Data & Statistics, Aalborg Universitetshospital, Aalborg, Denmark.
(7)Department of Internal Medicine, North Denmark Regional Hospital, Hjorring, 
Denmark.
(8)Department of Cardiology, Nordsjællands Hospital, Hillerod, Denmark.
(9)Department of Cardiology, Aalborg University Hosptial, Aalborg, Denmark.",Research
[PubMed] COPD exacerbation management [4],"INTRODUCTION: The chronic obstructive pulmonary disease (COPD)-specific 
comorbidity test (COTE) aims to predict long-term mortality in patients with 
COPD, whereas the Charlson comorbidity index (CCI) score is used as a validated 
tool for predicting long-term mortality across medical conditions. Comparison of 
the two comorbidity scores' ability to predict mortality has only been studied 
scarcely.
AIMS AND OBJECTIVES: This study aimed to compare the predictive ability of the 
COTE and CCI scores including the updated CCI score with updated weights (CCI 
(Quan)) in patients with COPD following acute exacerbation of chronic 
obstructive pulmonary disease (AECOPD).
METHODS: Using nationwide registry data, all Danish patients at first admission 
due to AECOPD during 2005-2018 were included in this retrospective cohort study. 
1-year mortality was explored including age, sex and CCI or COTE comorbidity 
scores. Logistic regression was performed with fivefold cross-validation 
comparing area under the curve (AUC) and optimal threshold using Youden index. 
The logistic regression models were furthermore examined using 10 000 bootstrap 
analyses and comparing the distribution of accuracy using a T-test. Cox 
regression analysis was used to compare Brier scores over time for models 
including combinations of age, sex, COTE, CCI and CCI (Quan).
RESULTS: A total of 87 271 individuals were identified with a first-time AECOPD 
during the study period. The median age was 74 IQR (66, 81) and 48.4% were 
males.The logistic regression revealed an AUC of the CCI and CCI (Quan) models 
of 0.714 and for the COTE model 0.707 (p<0.001).Comparison using T-test on 
10 000 bootstrap samples revealed small differences with an accuracy of 0.7281 
(95% CI 0.7241 to 0.7320) for the COTE model and 0.7275 (95% CI 0.7235 to 
7314) for the CCI model (p<0.001).Brier scores were 0.1793 for CCI, 0.1789 for 
CCI (Quan) and 0.1802 for COTE, only slightly favouring the CCI model.
CONCLUSIONS: In a coh",Research
[PubMed] COPD exacerbation management [5],"© Author(s) (or their employer(s)) 2026. Re-use permitted under CC BY-NC. No 
commercial re-use. See rights and permissions. Published by BMJ Group.",Research
[PubMed] COPD exacerbation management [6],"2. Respir Investig. 2026 Mar 23;64(3):101409. doi: 10.1016/j.resinv.2026.101409. 
Online ahead of print.",Research
[PubMed] COPD exacerbation management [7],"A prospective, multicenter cohort study to identify unmet medical needs in 
Japanese patients with chronic obstructive pulmonary disease: The J-UNMET-COPD 
study protocol.",Research
[PubMed] COPD exacerbation management [8],"Fujino N(1), Tanabe N(2), Asai K(3), Chubachi S(4), Oishi K(5), Matsunaga K(5), 
Fukunaga K(4), Hirai T(2), Sugiura H(6).",Research
[PubMed] COPD exacerbation management [9],"Author information:
(1)Department of Respiratory Medicine, Tohoku University Graduate School of 
Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai, 980-8574, Japan. Electronic 
address: naoya.fujino.d2@tohoku.ac.jp.
(2)Department of Respiratory Medicine, Graduate School of Medicine, Kyoto 
University, Yoshida Konoe-cho, Sakyo-ku, Kyoto, 606-8501, Japan.
(3)Department of Respiratory Medicine, Osaka Metropolitan University Graduate 
School of Medicine, 1-4-3 Asahi-machi, Abeno-ku, Osaka, 545-8585, Japan.
(4)Division of Pulmonary Medicine, Department of Medicine, Keio University 
School of Medicine, 35 Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan.
(5)Department of Respiratory Medicine and Infectious Disease, Graduate School of 
Medicine, Yamaguchi University, 1-1-1 Minami-kogushi, Ube, 755-8505, Japan.
(6)Department of Respiratory Medicine, Tohoku University Graduate School of 
Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai, 980-8574, Japan.",Research
[PubMed] COPD exacerbation management [10],"BACKGROUND: Chronic obstructive pulmonary disease (COPD) exhibits substantial 
clinical heterogeneity, with a considerable proportion of patients experiencing 
persistent exacerbations despite guideline-recommended optimal inhaled therapy. 
These unmet medical needs underscore the necessity for comprehensive phenotypic 
assessment to identify clinical and molecular factors associated with 
exacerbation strategies for achieving disease stability. We hypothesized that 
multidimensional profiling integrating clinical phenotyping, quantitative 
imaging, and molecular analyses would identify factors associated with 
subsequent disease stability in optimally treated patients.
METHODS: This Japanese prospective observational cohort, involving five tertiary 
respiratory centers, will enroll patients with COPD: 300 receiving optimal 
inhaled therapy for at least six months, 100 on monotherapy, and 100 non-COPD 
controls. Patients will undergo comprehensive assessment at enrollment and 
annual follow-up for three years, including spirometry, computed tomography for 
emphysema, airway wall thickening, and mucus plug quantification, blood 
eosinophil counts and inflammatory markers, peripheral blood mononuclear cell 
transcriptomics and plasma proteomics, cardiovascular biomarkers, and frailty 
evaluation. The primary endpoint compares three-year exacerbation frequencies 
stratified by blood eosinophil counts. Secondary endpoints will identify 
clinical and molecular characteristics predicting treatment response and disease 
stability.
CONCLUSION: This multidimensional assessment will identify factors associated 
with exacerbation risk across inflammatory, structural, cardiovascular, and 
functional domains. Findings will inform biomarker-guided precision medicine 
strategies and enable intervention trial design targeting disease stability, 
advancing the paradigm from reactive management to proactive, personalized 
treatment approaches.
ETHICS AND DISSEMINATION: This study was",Research
[PubMed] COPD exacerbation management [11],"Novel Therapeutics for Chronic Obstructive Pulmonary Disease: From Empirical 
Bronchodilation to Precision Medicine.",Research
[PubMed] COPD exacerbation management [12],"Author information:
(1)Department of Respiratory Medicine, Tohoku University Graduate School of 
Medicine, Sendai, Japan.",Research
[PubMed] COPD exacerbation management [13],"Chronic obstructive pulmonary disease (COPD) remains the third leading cause of 
death worldwide, and conventional bronchodilator-based therapies have limited 
efficacy in preventing exacerbations and disease progression. The 2024-2026 
period represents a historic inflection point: three mechanistically distinct 
agents received Food and Drug Administration approval, marking the first 
substantive pharmacological innovation in over two decades and catalyzing a 
fundamental paradigm shift from empirical symptom management towards 
biomarker-driven, pathobiology-aligned precision medicine. In this comprehensive 
review, we synthesized emerging evidence on novel COPD therapeutics, 
encompassing dual phosphodiesterase-3/4 inhibitors, biologics targeting type 2 
inflammatory pathways (interleukin [IL]-4/IL-13 and IL-5 axes), upstream alarmin 
antagonists (IL-33 and thymic stromal lymphopoietin), and emerging technologies 
including gene editing and senolytic therapy. We evaluated randomized controlled 
trials reporting reductions in exacerbations with biologic therapy in 
eosinophil-enriched populations. Central to this transformation is the 
""treatable traits"" framework, in which COPD management shifts from categorical 
diagnosis towards identification and targeting of specific, modifiable 
pathobiological characteristics. We provide respiratory physicians with 
evidence-based guidance for treatment selection by leveraging validated 
biomarkers, discussing pharmacoeconomic considerations and implementation 
barriers in resource-limited settings, and identifying critical knowledge gaps 
requiring resolution. The convergence of biologics, small molecules, and 
emerging technologies positions COPD therapeutics at the threshold of disease 
modification.",Research
[PubMed] COPD exacerbation management [14],"© 2026 The Author(s). Respirology published by John Wiley & Sons Australia, Ltd 
on behalf of Asian Pacific Society of Respirology.",Research
[PubMed] COPD exacerbation management [15],"Author information:
(1)Department of Pharmacy, Changle People's Hospital Affiliated to Shandong 
Second Medical University, Weifang City, Shandong Province, 261000, People's 
Republic of China.
(2)Department of Respiration, Weifang Hospital of Traditional Chinese Medicine, 
Weifang City, Shandong Province, 261000, People's Republic of China.",Research
[PubMed] COPD exacerbation management [16],"Chronic obstructive pulmonary disease (COPD), asthma, and heart failure (HF) 
frequently coexist, forming a high-risk clinical triad characterized by 
overlapping symptoms and pathophysiological mechanisms. This COPD-asthma-HF 
overlap complicates diagnosis and treatment due to shared clinical features such 
as dyspnea, wheezing, and exercise intolerance. Epidemiologically, up to 30% of 
COPD patients have concomitant HF, while 15-20% of obstructive airway disease 
patients exhibit asthma-COPD overlap, many of whom also develop HF due to 
chronic hypoxia, systemic inflammation, or shared risk factors like smoking. The 
interplay between these conditions is driven by chronic inflammation, airway 
obstruction, and cardiac dysfunction, creating a self-perpetuating cycle of 
disease progression. Inflammation in COPD and asthma contributes to endothelial 
dysfunction and atherosclerosis, exacerbating HF, while HF-induced hypoxia and 
congestion worsen pulmonary inflammation. Diagnostic challenges arise from 
overlapping symptoms and limitations of traditional tools such as spirometry and 
biomarkers, necessitating a multimodal approach. Therapeutic management is 
complex, as treatments for one condition may worsen another (eg, beta-agonists 
exacerbating HF or diuretics increasing mucus viscosity in COPD). Precision 
medicine approaches targeting treatable traits such as eosinophilic 
inflammation, fluid overload, and bronchospasm offer a strategic framework for 
personalized care. Pharmacological strategies must balance bronchodilation, 
anti-inflammatory effects, and cardiac support, with careful consideration of 
drug safety profiles. This review highlights the need for integrated diagnostic 
and therapeutic strategies to optimize outcomes in this high-risk population, 
emphasizing the importance of recognizing shared pathophysiology and 
individualized management.",Research
[PubMed] COPD exacerbation management [17],"Characteristics of Adult Severe Uncontrolled Asthma Patients in Primary Care and 
Modifications in Prescribed Inhalation Treatments.",Research
[PubMed] COPD exacerbation management [18],"Konradsen JR(#)(1)(2), Packham S(#)(3)(4), Vanfleteren LEGW(5)(6)(7), Syk 
J(8)(9)(10), Bossios A(11)(12)(13), Stridsman C(3).",Research
[PubMed] COPD exacerbation management [19],"Author information:
(1)Department of Woman´s and Childrens Health, Karolinska Institutet, Stockholm, 
Sweden.
(2)Astrid Lindgren's Children's Hospital, Karolinska University Hospital, 
Stockholm, Sweden.
(3)Department of Public Health and Clinical Medicine, The OLIN and Sunderby 
Research Unit at Region Norrbotten, Umeå University, Umeå, Sweden.
(4)Medical Affairs, AstraZeneca AB, Stockholm, Sweden.
(5)Department of Respiratory Medicine and Allergology, COPD Center, Sahlgrenska 
University Hospital, Gothenburg, Sweden.
(6)Department of Internal Medicine and Clinical Nutrition, Institute of 
Medicine, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.
(7)Department of Respiratory Medicine, Ghent University Hospital, Ghent, 
Belgium.
(8)Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, 
Stockholm, Sweden.
(9)Academic Primary Health Care Centre, Stockholm, Sweden.
(10)Department of Women's and Children's health, Uppsala University, Uppsala, 
Sweden.
(11)Division for Lung and Airway Research, Institute of Environmental Medicine, 
Karolinska Institutet, Stockholm, Sweden.
(12)Department of Respiratory Medicine and Allergy, Karolinska Severe Asthma 
Center, Huddinge, Karolinska University Hospital, Stockholm, Sweden.
(13)Center for Molecular Medicine, Lung Laboratory, Karolinska University 
Hospital, Stockholm, Sweden.
(#)Contributed equally",Research
[PubMed] COPD exacerbation management [20],"BACKGROUND: Severe asthma outcomes in primary care are poorly documented. This 
study characterizes adults with severe uncontrolled asthma and evaluates 
modifications of prescribed inhalation therapy and exacerbations over 12 months.
METHODS: Adult primary care asthma patients, with visits recorded in the Swedish 
National Airway Register from July 2017 to February 2019 (index date), were 
included. Data were linked to National Prescribed Drug Register. Severe asthma 
was defined by adherence to high dose inhaled corticosteroids (ICS) ± 
long-acting beta-agonists (LABA) or ICS+LABA+long-acting muscarinic antagonists. 
Inhalation therapy was assessed 12 months pre- and post-index. All other 
variables were collected up to 24 months pre-index and 12 months post-index. 
Uncontrolled asthma was defined as Asthma Control Test ≤19.
RESULTS: Severe asthma was identified in 2789 patients, of which, 1261 had 
uncontrolled disease. Severe uncontrolled asthma associated with regular OCS use 
24 months pre-index (OR 1.77, 95% CI 1.42-2.20), obesity (1.63, 1.32-2.02), 
primary school education (1.55, 1.22-1.96) and inversely associated with asthma 
management education (0.77, 0.66-0.90). Post-index, 5%, 55% and 45% increased, 
maintained or reduced their inhalation therapy, respectively. Patients 
increasing inhalation therapy had lower mean FEV1% predicted (67.8 vs. 80.9 and 
79.4), more regular OCS uses pre-index (34.8% vs. 17% and 21.9%), and high SABA 
use (33.3% vs. 27.3% and 21.3%). Post-index asthma exacerbations in severe 
uncontrolled asthma associated with rhinitis (1.46, 95% CI 1.14-1.88), 
cardiovascular disease (1.38, 1.06-1.80), high SABA use (1.79, 1.38-2.34), and 
treatment increase (1.83, 1.08-3.10).
CONCLUSION: In primary care, severe uncontrolled asthma was among other factors 
associated with regular OCS use, obesity, lower educational level and absence of 
asthma management education. Uncontrolled patients already adhering to high dose 
ICS medication and f",Research
[PubMed] COPD exacerbation management [21],"Conflict of interest statement: The work was financially supported by 
AstraZeneca. SP is an employee of AstraZeneca and may or may not own stock or 
stock options in AstraZeneca. AB reports institutional fees from Chiesi, GSK, 
and AstraZeneca and institutional grants from AstraZeneca outside the submitted 
work. AB is supported by grants from the Swedish Heart-Lung Foundation 
(2022-0478). CS is supported through a regional agreement between Umeå 
University and Region Västerbotten (ALF) and the Swedish Heart-Lung Foundation 
(20230537, 20230473). JS has nothing to report. LEGWV reports personal payments 
for lectures and/or advisory boards from GSK, Astrazeneca, Chiesi, Pulmonx, 
Sanofi, Boehringer, Novartis. CS reports personal and institutional fees from 
AstraZeneca, Chiesi, GSK, and TEVA for lectures and/or advisory boards. JRK 
reports advisory board fees from Novartis and ALK and institutional fees and 
Thermo Fisher Scientific outside the submitted work. JRK is supported by a 
scholarship from Region Stockholm and by grants from the Freemason Child House 
Foundation, the Konsul Th. C. Bergh’s Foundation, the Swedish Asthma and Allergy 
Association’s Research Foundation, the Swedish Heart-Lung Foundation, and the 
Pediatric Research Foundation of Astrid Lindgren Children’s Hospital. The 
authors report no other conflicts of interest in this work.",Research
[PubMed] COPD exacerbation management [22],"6. Int J Chron Obstruct Pulmon Dis. 2026 Jan 31;21:559800. doi: 
10.2147/COPD.S559800. eCollection 2026.",Research
[PubMed] COPD exacerbation management [23],"Author information:
(1)Department of Medicine, School of Clinical Medicine, LKS Faculty of Medicine, 
The University of Hong Kong, Queen Mary Hospital, Pokfulam, Hong Kong SAR, 
People's Republic of China.
(2)Department of Statistics, The Chinese University of Hong Kong, Shatin, New 
Territories, Hong Kong SAR, People's Republic of China.
(3)Tuberculosis and Chest Unit, Grantham Hospital, Aberdeen, Hong Kong SAR, 
People's Republic of China.",Research
[PubMed] COPD exacerbation management [24],"BACKGROUND: The role of the Advanced Lung Cancer Inflammation Index (ALI) in 
chronic obstructive pulmonary disease (COPD) remains unclear, although it has 
been utilized to investigate various non-malignant conditions.
METHODS: A prospective study involving Chinese patients with COPD was carried 
out in Hong Kong to examine the relationship between baseline ALI levels and the 
risk of acute exacerbations of COPD (AECOPD). ALI was evaluated across 
quartiles. Patients were prospectively recruited from respiratory clinic in 
Queen Mary Hospital and Grantham Hospital in 2021, follow up with patients was 
done until 8th March 2025 or the death date, whichever is earlier.
RESULTS: Among 272 Chinese COPD patients recruited, 138 of them had moderate to 
severe AECOPD and 66 patients died in the follow-up period. Those in the Q1 ALI, 
when compared with Q4 (highest quartile), had significantly shorter time to 
moderate to severe AECOPD with adjusted hazard ratio of (aHR) 2.17 (95% CI = 
1.29-3.65, p = 0.011), severe AECOPD (aHR 2.05, 95% CI = 1.18-3.55, p = 0.011) 
and overall survival (aHR 2.73, 95% CI = 1.21-6.15, p = 0.015). The same 
phenomenon was also observed in the patient subgroup with baseline blood 
eosinophil counts <300 cells/μL.
CONCLUSION: In this prospective study, it suggested that ALI can serve as a 
biomarker to predict the risk of moderate to severe AECOPD, as well as severe 
AECOPD and mortality. The phenomenon was also observed in the non-eosinophilic 
subgroup. This can allow clinicians to use this simple and repeatable biomarker 
as a way to prognosticate COPD patients and estimate AECOPD risks.",Research
[PubMed] COPD exacerbation management [25],"7. Int J Chron Obstruct Pulmon Dis. 2026 Jan 30;21:571223. doi: 
10.2147/COPD.S571223. eCollection 2026.",Research
[PubMed] COPD exacerbation management [26],"Author information:
(1)Temerty Faculty of Medicine, University of Toronto, Toronto, ON, Canada.
(2)Department of Cellular Pathology, University Hospitals Sussex NHS Foundation 
Trust, Brighton, UK.
(3)Women's College Research Institute, Women's College Hospital, Toronto, ON, 
Canada.
(4)UBC Centre for Heart Lung Innovation at St. Paul's Hospital and Division of 
Respirology, University of British Columbia, Vancouver, British Columbia, 
Canada.
(5)Respiratory Research Center and Division of Respirology, Critical Care and 
Sleep Medicine, University of Saskatchewan, Saskatoon, Saskatchewan, Canada.
(6)Li Ka Shing Knowledge Institute of St. Michael's Hospital, Unity Health 
Toronto, Toronto, ON, Canada.",Research
